name,developers,appid,type,price,ratings,release date,genres,platforms
Stick Tournament,['BroCode Games'],3032740,game,$4.94,0,"Aug 1, 2024","['Action', 'Casual', 'Indie', 'Early Access']",['windows']
Daymare Town Demo,['Mateusz Skutnik'],3032750,demo,$0.00,0,"Jun 9, 2024",[],['windows']
The Quizard's Domain - Demo,['Calm Pewter Games'],3032770,demo,$0.00,0,"Jun 14, 2024",[],['windows']
Idle Casino Empire,['Cakeface Games'],3032790,game,$0.00,0,Coming Soon,"['Casual', 'Indie', 'Simulation', 'Strategy']",['windows']
TEN SHOT,['Elliott Strait'],3032810,game,$0.99,0,"Oct 10, 2024","['Action', 'Indie']",['windows']
Soul Shuffler,['Weasel Token'],3032820,game,$0.00,0,Coming Soon,"['Indie', 'Simulation', 'Strategy']",['windows']
Katanaut,['Voidmaw'],3032830,game,$0.00,0,Coming Soon,['Action'],['windows']
小石冒险 - 多人BUG模式 Multiplayer！,['EHKSTD'],3032880,dlc,$0.00,0,"Jun 8, 2024","['Action', 'Adventure', 'Indie', 'RPG', 'Free To Play']",['windows']
Mowed Playtest,[],3032910,game,$0.00,0,"Jun 10, 2024",[],['windows']
Adrift,['Harrison Hatridge'],3032930,game,$4.99,0,"Aug 29, 2024","['Casual', 'Indie']",['windows']
Monster Ops 3,['Y Press Games'],3032940,game,$0.00,0,Coming Soon,['Action'],"['windows', 'mac', 'linux']"
海鳥野ガクの精神鑑定録,['いもチャイ屋'],3032950,game,$0.00,0,"Jun 24, 2024","['Adventure', 'Indie', 'Free To Play']",['windows']
Boneraiser Minions Soundtrack,['caiys'],3031970,music,$0.00,0,"Jun 17, 2024",['Free To Play'],['windows']
AWAKE,['REZA ALIDAD'],3031980,game,$16.99,0,"Oct 12, 2024","['Action', 'Indie', 'Early Access']",['windows']
Astrostrike Demo,"['Space Games', 'Hypernova Horizons']",3031990,demo,$0.00,0,Coming Soon,[],['windows']
AWAKE Demo,['REZA ALIDAD'],3032000,demo,$0.00,0,"Sep 25, 2024",[],['windows']
The Supper: New Blood,['White Blanket Games'],3032010,game,$0.00,0,Coming Soon,"['Adventure', 'Indie']",['windows']
Erogoddess: Olympus - Digital Artbook,['Moobly'],3032050,dlc,$0.49,0,"Jul 17, 2024","['Adventure', 'Casual', 'Indie', 'Simulation']","['windows', 'linux']"
Sound Horizons,['Itooh'],3032080,game,$0.00,0,"Sep 18, 2024","['Indie', 'Free To Play']","['windows', 'linux']"
The Chancellor's Plot Demo,['NLabs'],3032090,demo,$0.00,0,"Jun 10, 2024",['Adventure'],['windows']
Fiesta Animal,['Chocolate Potato Games'],3032110,game,$0.00,0,"Nov 19, 2024","['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Free To Play']",['windows']
The Curse of Town,['Manas Games'],3032120,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie']",['windows']
just a dream,['akhsotoen'],3032130,game,$0.00,0,Coming Soon,"['Indie', 'Simulation']",['windows']
Frontier Legends,['Neojac Entertainment Inc.'],3032150,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",['windows']
Puzzle Scenery,['9gyar'],3032160,game,$1.99,0,"Jun 27, 2024",['Indie'],['windows']
Just Date Vegan,['Podderzhka'],3032190,game,$0.00,0,Coming Soon,"['Indie', 'Simulation']",['windows']
Threshold Sector Demo,['CalamaroBlu'],3032200,demo,$0.00,0,"Jun 11, 2024",[],['windows']
Detective NEKKO - ディテクティブネッコ -,['ARA'],3032210,game,$0.00,0,Coming Soon,['Adventure'],['windows']
Mushiverse - Online Boardgame,['Existence Byte Studios'],3032230,game,$0.00,0,"Aug 30, 2024","['Adventure', 'Casual', 'Indie', 'Strategy', 'Free To Play', 'Early Access']",['windows']
Warhawk,['Rusty Pixels'],3032240,game,$14.99,0,"Dec 13, 2024",['Action'],['windows']
Compu-Tron x3000,['circyn software'],3032250,game,$1.99,0,"Jul 12, 2024","['Casual', 'Indie']",['windows']
Snatched,['yonder.gg'],3032260,game,$0.00,0,Coming Soon,"['Indie', 'Simulation', 'Early Access']","['windows', 'mac']"
100 Aliens Cats - Extra Content,['100 Cozy Games'],3032290,dlc,$0.64,0,"Jun 9, 2024","['Casual', 'Indie', 'Free To Play']",['windows']
100 Aliens Cats - Artbook,['100 Cozy Games'],3032300,dlc,$3.24,0,"Jun 9, 2024","['Casual', 'Indie', 'Free To Play']",['windows']
100 Aliens Cats Soundtrack,['100 Cozy Games'],3032310,music,$3.24,0,"Jun 9, 2024",[],"['windows', 'mac', 'linux']"
Onibi Demo,['Aniflow Interactive'],3032320,demo,$0.00,0,Coming Soon,[],['windows']
Project Unknown Designation,['Diggidy.net'],3032350,game,$0.00,0,"Aug 13, 2024","['Adventure', 'Indie', 'Free To Play']",['windows']
Tombstone MMO Demo,['Well Bucket'],3032370,demo,$0.00,0,"Jun 10, 2024",[],['windows']
Beyond The Tales OST,['Charlie Atom'],3032440,music,$3.99,0,"Sep 27, 2024",[],"['windows', 'mac', 'linux']"
Escape From Castle Frankenstein,['OddLabs'],3032450,game,$0.99,0,"Jun 26, 2024","['Adventure', 'Indie']",['windows']
Rolldown,['Astral Plane Games'],3031470,game,$0.00,0,Coming Soon,"['Action', 'Casual', 'Racing']",['windows']
Farmagia - Afanc Skin: Baby Tomato,['Marvelous Inc.'],3031480,dlc,$0.00,0,"Nov 7, 2024","['Action', 'RPG', 'Free To Play']",['windows']
Farmagia - Griffie Skin: Great Sphinx,['Marvelous Inc.'],3031490,dlc,$0.00,0,"Nov 14, 2024","['Action', 'RPG', 'Free To Play']",['windows']
Farmagia - Kissie Skin: Honey Flan,['Marvelous Inc.'],3031500,dlc,$0.00,0,"Nov 21, 2024","['Action', 'RPG', 'Free To Play']",['windows']
Farmagia - Buncle Skin: Melty,['Marvelous Inc.'],3031510,dlc,$0.00,0,"Nov 28, 2024","['Action', 'RPG', 'Free To Play']",['windows']
Farmagia - Buddy Skin Bundle,['Marvelous Inc.'],3031520,dlc,$6.39,0,"Nov 1, 2024","['Action', 'RPG']",['windows']
Farmagia - Buddy Booster Pack,['Marvelous Inc.'],3031530,dlc,$0.79,0,"Nov 1, 2024","['Action', 'RPG']",['windows']
Farmagia - Buddy Booster Power Pack,['Marvelous Inc.'],3031540,dlc,$1.59,0,"Nov 1, 2024","['Action', 'RPG']",['windows']
Farmagia - Harvest Pack,['Marvelous Inc.'],3031550,dlc,$0.79,0,"Nov 1, 2024","['Action', 'RPG']",['windows']
Farmagia - Harvest Pack Plus,['Marvelous Inc.'],3031560,dlc,$1.19,0,"Nov 1, 2024","['Action', 'RPG']",['windows']
Devil and Pitfall,"['kimi ha tokubetu', ""You're Special""]",3031580,game,$10.99,0,"Jun 22, 2024","['Adventure', 'Casual', 'Indie', 'RPG']",['windows']
13F,['PixelCat'],3031590,game,$2.39,0,"Jun 20, 2024","['Adventure', 'Indie', 'RPG', 'Simulation']",['windows']
GEE GrotEsquE 2 - iskra Perfekta,"['Brayan', 'Kapibarotti']",3031600,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie']",['windows']
Escape from the Gacha Corner,['スギ茶(すぎた/sugita)'],3031640,game,$0.00,0,Coming Soon,"['Adventure', 'Indie']",['windows']
Times Tables Games,['russpuppy'],3031650,game,$0.99,0,"Jun 26, 2024","['Casual', 'Simulation']","['windows', 'mac']"
FUTURE SWASHBUCKLER,['Conceptual Cage'],3031660,game,$3.19,0,"Aug 8, 2024",['Action'],['windows']
NINJA KATO 4,"['KIBODO', 'KIBODO GAMES']",3031700,game,$4.99,0,"Jul 21, 2024","['Action', 'Indie']",['windows']
女装百合畑 Demo,['No Strike'],3031710,demo,$0.00,0,"Jun 10, 2024",[],['windows']
FUTURE SWASHBUCKLER Demo,['Zenith Unbound'],3031730,demo,$0.00,0,"Jun 12, 2024",[],['windows']
Adai's Adventures,['Joder'],3031740,game,$0.00,0,Coming Soon,"['Casual', 'Strategy']",['windows']
Dino Cleanup,['Caden Marofke'],3031750,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Casual', 'Indie']","['windows', 'mac']"
My Future Wife (InsanErotica) - Demo,['InsanErotica'],3031760,demo,$0.00,0,"Jun 14, 2024",[],"['windows', 'mac', 'linux']"
R-Space,['Blaspar'],3031780,game,$3.99,0,"Jun 30, 2024","['Action', 'Indie', 'Early Access']",['windows']
PaCc and Bomber: Maze Blast Demo,['C4Games'],3031820,demo,$0.00,0,"Jun 13, 2024",[],['windows']
Llamalandia Demo,['Paramo Games'],3031830,demo,$0.00,0,"Sep 18, 2024",[],['windows']
Hush Hush High Demo,"['Bablabo Games', 'Hritik Dutta', 'Anushka Karmakar', 'Nimish Rohankar']",3031850,demo,$0.00,0,"Aug 15, 2024",[],['windows']
Emiko's Pledge 4,['Anamik Majumdar'],3031870,game,$2.49,0,"Aug 16, 2024","['Action', 'Adventure', 'Indie']","['windows', 'linux']"
Car Park Capital,['Hilkojj Interactive'],3031880,game,$0.00,0,Coming Soon,"['Indie', 'Simulation', 'Strategy']","['windows', 'linux']"
Acts of Blood,['Eksil Team'],3031890,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie']",['windows']
Happy Zone Demo,['Prty Games'],3031920,demo,$0.00,0,"Jun 25, 2024",[],"['windows', 'mac', 'linux']"
Memories of Rachel,['SANDWICH KITCHEN'],3031930,game,$0.00,0,Coming Soon,"['Adventure', 'Indie']","['windows', 'mac']"
Why don't they laugh?,['Cornfield Games'],3031940,game,$5.19,0,"Aug 30, 2024","['Indie', 'Simulation']",['windows']
Mooh,['Bragi Estúdios'],3030950,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie']","['windows', 'mac']"
5omeday,"['Indigo Ingots', 'Starlit Chronicles Studio']",3030980,game,$0.00,0,Coming Soon,"['Adventure', 'Indie']",['windows']
Silent Rain Playtest,[],3030990,game,$0.00,0,"Jun 9, 2024",[],['windows']
Mythical Party Demo,['Bosphorus Games'],3031030,demo,$0.00,0,"Jun 10, 2024",[],['windows']
Mystic Gals Demo,['Richard Letran'],3031040,demo,$0.00,0,"Jun 6, 2024",[],['windows']
Lumm-e,['Fungibot'],3031050,game,$0.00,0,Coming Soon,"['Adventure', 'Casual', 'Indie']",['windows']
Worldseekers - Deckbuilding RPG,"[""Final Boss Editing's Games""]",3031060,game,$0.00,0,Coming Soon,"['Casual', 'Indie', 'RPG', 'Strategy', 'Free To Play']",['windows']
Mother Bunker VR,"['Rook Gaming, LLC']",3031070,game,$16.99,0,"Dec 13, 2024","['Action', 'Adventure', 'Strategy']",['windows']
Burning Sky,['House Raven Studios'],3031080,game,$0.00,0,"Jul 17, 2024","['Action', 'Adventure', 'Free To Play']",['windows']
Wizard Blaster,['Goodline Games'],3031100,game,$0.49,0,"Sep 7, 2024","['Action', 'Casual', 'Indie', 'RPG']",['windows']
Fingun Forever!,['Pixelteriyaki'],3031110,game,$4.99,0,"Jun 26, 2024","['Action', 'Adventure', 'Indie']",['windows']
Ninja 1987,['SEEP'],3031130,game,$3.99,0,"Sep 2, 2024","['Action', 'Adventure', 'Indie']","['windows', 'linux']"
VBR Clash,['MrTHB'],3031140,game,$2.99,0,"Aug 6, 2024","['Action', 'Indie']","['windows', 'mac', 'linux']"
21Pirates Card Game,['NEIL EFREMENKOV'],3031250,game,$0.00,0,Coming Soon,"['Indie', 'Early Access']",['windows']
Aquest,['asar247'],3031340,game,$0.00,0,Coming Soon,"['Action', 'Indie', 'Strategy']",['windows']
WraithRun,['Virtual Destructor LLC'],3031360,game,$0.00,0,"Jun 27, 2024","['Action', 'Indie', 'Free To Play', 'Early Access']",['windows']
My Future Wife (InsanErotica),['InsanErotica'],3031390,game,$0.00,0,Coming Soon,"['Indie', 'Early Access']","['windows', 'mac', 'linux']"
RAGE: Anger Management Soundtrack,['Digital Canvas Studios'],3031420,music,$1.99,0,"Jun 14, 2024",[],['windows']
Retroronto,['Starspray Studios Ltd.'],3031440,game,$0.00,0,Coming Soon,"['Indie', 'Simulation']",['windows']
Visceral Abyss,['ErgoRun'],3031450,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie']",['windows']
100 Space Cats - Extra Content,['100 Cozy Games'],3030400,dlc,$1.39,0,"Jun 16, 2024","['Casual', 'Indie', 'Simulation', 'Free To Play']",['windows']
100 Space Cats - Artbook,['100 Cozy Games'],3030410,dlc,$3.49,0,"Jun 16, 2024","['Casual', 'Indie', 'Simulation', 'Free To Play']",['windows']
100 Space Cats Soundtrack,['100 Cozy Games'],3030420,music,$3.49,0,"Jun 16, 2024",[],"['windows', 'mac', 'linux']"
Enigma Awaken,['SGD studios'],3030440,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie']",['windows']
TRIP Demo,['Bastinus Rex'],3030450,demo,$0.00,0,"Sep 17, 2024","['Adventure', 'Indie']","['windows', 'mac']"
You Belong in the Stars,['Yambi'],3030470,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie', 'RPG']",['windows']
Direction!LevelUP!,['AnythingGames'],3030490,game,$1.99,0,"Jul 21, 2024","['Casual', 'Indie']",['windows']
Cracker,['LGV'],3030530,game,$0.49,0,"Jun 21, 2024","['Action', 'Casual']","['windows', 'mac', 'linux']"
Chupacabra Hunt Artbook,['FireRing Studio'],3030540,dlc,$1.39,0,"Sep 2, 2024","['Action', 'Adventure', 'Indie']","['windows', 'mac', 'linux']"
Sloppy Forgeries,['Playful Systems LLC'],3030560,game,$0.00,0,Coming Soon,"['Action', 'Casual']",['windows']
Click Click Dig: Prologue,['Bacon Bandit Games'],3030580,game,$0.00,0,"Aug 23, 2024","['Casual', 'Simulation', 'Free To Play']",['windows']
Number Fields,['Lesley Vaden'],3030590,game,$0.00,0,"Jul 4, 2024","['Casual', 'Indie', 'Strategy', 'Free To Play']","['windows', 'mac']"
90s MY DEAR,['东方红'],3030610,game,$0.00,0,Coming Soon,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",['windows']
Kappa's Asylum,['Daniel Henriques'],3030620,game,$3.74,0,"Jul 30, 2024","['Action', 'Adventure', 'Simulation']",['windows']
MX vs ATV Legends - Element Bike Pack,['Rainbow Studios'],3030670,dlc,$3.99,0,"Jul 30, 2024","['Racing', 'Sports']",['windows']
Neighbors,['DDL Studios'],3030680,game,$0.00,0,Coming Soon,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",['windows']
KOKORONULL Soundtrack,['Ryuheidou'],3030690,music,$2.79,0,"Aug 14, 2024",[],"['windows', 'mac', 'linux']"
Fateforge - Echoes of the Deep Playtest,[],3030700,game,$0.00,0,"Jun 7, 2024",[],['windows']
Jasper Redds vs The Ares Belt,['Ares Belt Software'],3030730,game,$0.00,0,Coming Soon,"['Action', 'Indie']",['windows']
The Awakening - Femboy Saga,['DarkFate'],3030740,game,$1.49,0,"Aug 6, 2024",['Casual'],"['windows', 'mac']"
Horror Manor,['Spilled Coffee Games'],3030760,game,$0.89,0,"Jun 23, 2024","['Adventure', 'Casual', 'Indie']",['windows']
Codename: GOD Demo,['TOD'],3030770,demo,$0.00,0,"Jun 11, 2024",[],"['windows', 'mac', 'linux']"
Chicken with Robot Legs Demo,['GalloPinto Games'],3030790,demo,$0.00,0,"Jun 11, 2024",[],['windows']
SHUNYA Demo,['MORLEAF STUDIO'],3030800,demo,$0.00,0,"Jun 6, 2024",[],['windows']
ARVIS Punch,['MindFly Studio'],3030810,game,$4.99,0,"Jul 4, 2024","['Action', 'Casual', 'Indie', 'Simulation', 'Sports']",['windows']
Goo Go,['iOzz'],3030820,game,$0.99,0,"Jun 18, 2024","['Action', 'Indie', 'RPG', 'Early Access']",['windows']
Aether Brew,['GeckWiz'],3030850,game,$0.00,0,Coming Soon,"['Casual', 'Indie', 'RPG']",['windows']
Minesweeper 99,['Babafish'],3030860,game,$0.99,0,"Jun 25, 2024","['Casual', 'Early Access']",['windows']
Hostile Takeover,['Galactic Glow Software'],3030870,game,$0.00,0,Coming Soon,"['Action', 'Indie']",['windows']
Astral Pursuit,"[""Dreamer's Abyss""]",3030920,game,$0.00,0,Coming Soon,"['Action', 'Casual', 'Indie', 'RPG']",['windows']
Conquest Reforged,['Seraphall'],3030930,game,$1.99,0,"Jul 1, 2024","['Casual', 'Indie', 'Strategy']",['windows']
Automata Streetcar Playtest,[],3029900,game,$0.00,0,"Jun 19, 2024",[],['windows']
Feline Survivor,['一拳工作室'],3029910,game,$0.00,0,Coming Soon,"['Action', 'Casual', 'Indie', 'RPG', 'Strategy']",['windows']
Wizard of Wings Playtest,[],3029920,game,$0.00,0,"Jun 25, 2024",[],['windows']
My Demonic Romance - Supporter Pack,['Andrealphus Games'],3029930,dlc,$9.99,0,"Jun 13, 2024","['Casual', 'Indie']","['windows', 'mac', 'linux']"
Sky Resort 2 Demo,['CrazySky3D'],3029950,demo,$0.00,0,"Oct 7, 2024","['Adventure', 'Simulation']",['windows']
Frame Breaker,['Shenghao'],3029960,game,$5.99,0,"Jun 18, 2024","['Action', 'Indie']",['windows']
"Girls on Campus, from Freshmen to Faculty, All Fall for Me!","['Girls on Campus, from Freshmen to Faculty, All Fall for Me!']",3029990,game,$4.12,465,"Aug 15, 2024","['Adventure', 'Casual', 'RPG', 'Simulation']",['windows']
Halmaverse,['Techie'],3030000,game,$0.00,0,"Jul 12, 2024","['Casual', 'Indie', 'Strategy', 'Free To Play', 'Early Access']",['windows']
召唤师崛起  summoner rises,['月龙千叶'],3030010,game,$0.79,0,"Jun 29, 2024","['Action', 'Adventure', 'Indie', 'RPG']",['windows']
KOKORONULL,['Ryuheidou'],3030020,game,$2.79,0,"Aug 14, 2024","['Action', 'Indie']",['windows']
Known as Puca,['WolumAldehyde'],3030130,game,$0.00,0,Coming Soon,"['Indie', 'Strategy']",['windows']
Neon Fantasy: Mushrooms,['Quantum Quiver Games'],3030160,game,$0.55,0,"Jun 18, 2024",['Casual'],['windows']
Slash/Jump,['Starts With Cinder'],3030210,game,$0.00,0,"Aug 23, 2024","['Action', 'Adventure', 'Indie', 'Free To Play']",['windows']
Aunt Fatima - خالة فاطمة,['Abdulla Al Hamad (DRTH)'],3030250,game,$11.99,131,"Oct 31, 2024","['Adventure', 'Indie']",['windows']
Submarine Survivor,['The Bat Flight'],3030290,game,$4.99,0,"Dec 16, 2024","['Action', 'Casual', 'Indie']",['windows']
Shapik: The Quest Soundtrack + Artbook,"['Deigineor', 'Paul Podberezko']",3030300,music,$1.49,0,"Jun 20, 2024",[],"['windows', 'mac', 'linux']"
Carrier Battles - Into the Wind & Ceylon 1942,"['Avalon Digital', 'Cyril Jarnot']",3030330,dlc,$3.49,0,"Jun 21, 2024","['Simulation', 'Strategy']","['windows', 'mac']"
The Outlast Trials - Exotica Pack,['Red Barrels'],3030370,dlc,$9.99,0,"Jul 16, 2024","['Action', 'Adventure', 'Indie']",['windows']
僵尸联盟League of Zombies,['AlenFun'],3030390,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie', 'RPG']",['windows']
Spooktober Visual Novel Jam!,['Make Visual Novels'],3029420,game,$0.00,0,Coming Soon,"['Casual', 'Indie', 'Free To Play']",['windows']
Everdell - Glimmergold,['Dire Wolf'],3029430,dlc,$5.99,0,"Sep 24, 2024","['Casual', 'Indie', 'Strategy']","['windows', 'mac']"
Bull Looney,['Tonkan Veed Games'],3029440,game,$2.49,0,"Jul 23, 2024","['Action', 'Adventure', 'Casual']",['windows']
Neon Fever,['Beam Boys'],3029450,game,$0.00,0,"Aug 19, 2024","['Action', 'Free To Play']",['windows']
Pillars Of Fog,['GabaGoo Games'],3029470,game,$5.99,0,"Jul 15, 2024","['Action', 'Adventure']",['windows']
multi-Path,['Y-Square Games G.K.'],3029480,game,$4.24,0,"Jul 26, 2024","['Casual', 'Indie']",['windows']
Iteriba: Olokun's Wrath,['Isotropical Games'],3029490,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie']",['windows']
Wind Story,['BluSped Studio'],3029500,game,$0.00,0,Coming Soon,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",['windows']
Synaxarion: Great Martyr Theodore the Tyro,['Ignatios Productions'],3029520,game,$0.99,0,"Jun 27, 2024","['Casual', 'Indie']",['windows']
Furry Empire ⚔️,['Dirty Fox Games'],3029550,game,$0.00,0,Coming Soon,"['Casual', 'Indie', 'RPG']",['windows']
The Photographer (Nymphs) - Demo,['Nymphs'],3029560,demo,$0.00,0,"Jun 15, 2024",[],"['windows', 'mac', 'linux']"
Boop a Cat Soundtrack,['Christopher Holloway'],3029580,music,$3.24,0,"Jun 11, 2024",[],"['windows', 'mac', 'linux']"
A fascinating story - adult patch,['L&P'],3029590,dlc,$0.00,0,"Jun 14, 2024","['Simulation', 'Strategy', 'Free To Play']",['windows']
Story Crafter,['Story Carfter Studio Inc.'],3029600,game,$0.00,0,Coming Soon,"['Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']",['windows']
Dark Prison 7th,['Four J Studio'],3029610,game,$3.99,0,"Aug 2, 2024",['Simulation'],['windows']
暗影归途 Playtest,[],3029620,game,$0.00,0,"Aug 20, 2024",[],['windows']
You Want to Watch the World Burn,['Ashroo'],3029680,game,$1.99,0,"Jul 31, 2024","['Action', 'Strategy']",['windows']
Clan War Chess,['Black Eye Creations'],3029690,game,$0.00,0,Coming Soon,"['Action', 'Casual', 'Indie', 'Strategy']",['windows']
Speed Run Demo,['RED PIXEL STUDIOS'],3029740,demo,$0.00,0,"Jun 24, 2024",[],['windows']
Trap Yuri Garden Original Soundtrack,['No Strike'],3029760,music,$7.49,0,"Jun 10, 2024",[],['windows']
A Good Cat and The Graduate Life Soundtrack,['Norphel Lynn'],3029770,music,$0.99,0,"Aug 9, 2024",[],"['windows', 'mac', 'linux']"
SILENT SCREAM 2 DEMO,['Studio 23'],3029790,demo,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie']",['windows']
Beat Labs,['Body Mind Games'],3029800,game,$0.00,0,Coming Soon,"['Casual', 'Indie', 'Free To Play', 'Early Access']",['windows']
Last Command: Prologue,"['CreSpirit', 'No Stuck Game Studio']",3029810,game,$0.00,0,"Oct 25, 2024","['Action', 'Indie', 'RPG', 'Free To Play']",['windows']
Ai Vpet,['uemesh'],3029820,game,$1.39,300,"Aug 1, 2024","['Casual', 'Simulation', 'Utilities']",['windows']
New Yankee: Through the History Mirror,['Alawar Casual'],3029840,game,$3.49,0,"Aug 23, 2024","['Adventure', 'Casual', 'Indie', 'Strategy']",['windows']
Rollz Playtest,[],3029850,game,$0.00,0,"Jun 6, 2024",[],['windows']
TOLD GOD - The legacy of cthulhu,['Obsession studio'],3029870,game,$14.39,0,"Oct 22, 2024","['Action', 'Adventure', 'Indie']",['windows']
Irresistible Love,['北京迎领文化'],3029880,game,$10.99,0,"Dec 10, 2024","['RPG', 'Simulation']","['windows', 'mac']"
NB Book Binder Demo,['Nicholas Brakespear'],3029890,demo,$0.00,0,"Jun 6, 2024",[],['windows']
Cosmic Parkour: Infinite Journey,['MXAVIERGAMES'],3028900,game,$0.79,0,"Jun 20, 2024","['Action', 'Adventure', 'Casual', 'Indie']","['windows', 'mac', 'linux']"
Frontiers Reach Playtest,[],3028910,game,$0.00,0,"Jun 7, 2024",[],['windows']
