name,developers,appid,type,price,ratings,release date,genres,platforms
XWarShooterVR,['AmaginGames'],2756410,game,$0.00,0,Coming Soon,"['Action', 'Massively Multiplayer', 'Strategy']",['windows']
尊无二上 Playtest,[],2756440,game,$0.00,0,"Jan 4, 2024",[],['windows']
Lucky Pirate Deck,['Catchy'],2756460,game,$0.00,0,Coming Soon,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",['windows']
Game Builder Tycoon,['AM Playhouse'],2756470,game,$3.99,0,"Sep 30, 2024","['Casual', 'Indie', 'Simulation', 'Strategy']","['windows', 'mac', 'linux']"
Angel Legion-DLC Exotic (Red),['Shanghai SilverMoon Network Technology Co.Ltd'],2756480,dlc,$0.00,0,"Jan 5, 2024","['Adventure', 'Casual', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy', 'Free To Play']","['windows', 'mac']"
Angel Legion-DLC Oriental (Black),['Shanghai SilverMoon Network Technology Co.Ltd'],2756490,dlc,$0.00,0,"Jan 2, 2024","['Adventure', 'Casual', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy', 'Free To Play']","['windows', 'mac']"
Frisia Demo,"['Rouven Cabanis', 'Wetterfest']",2756500,demo,$0.00,0,"Mar 29, 2024",[],['windows']
True Abstraction: Rewind - Demo (Windows),['PrismBytes'],2756520,demo,$0.00,0,"Jan 3, 2024",[],['windows']
Parkour Labs Demo,['SoyKhaler'],2756530,demo,$0.00,0,"Jan 18, 2024",[],['windows']
Through Time - Classic Game Mode Pack,['Hugo Amistani'],2756550,dlc,$1.59,0,"Jan 7, 2024",['Casual'],['windows']
Time Warp Infinite,['Zoglu'],2756570,game,$9.99,0,"Feb 23, 2024","['Action', 'Casual', 'Indie']",['windows']
Strashna 2,['Renderville Games'],2756580,game,$0.00,0,Coming Soon,['Indie'],['windows']
What's Up There?,['RazDva Games'],2756610,game,$0.49,0,"Jan 17, 2024","['Adventure', 'Casual', 'Indie', 'Simulation']",['windows']
异界传说,['椒盐'],2756620,game,$0.00,0,Coming Soon,"['Action', 'Casual', 'Indie', 'RPG']",['windows']
Emerald Alchemist Playtest,[],2756660,game,$0.00,0,"Jan 23, 2024",[],['windows']
Plumber Survivors,['IRON GAMES'],2756670,game,$5.24,0,"Sep 27, 2024","['Action', 'Casual', 'Indie', 'RPG']","['windows', 'linux']"
The Glitch Prison,['rentaka'],2756700,game,$0.99,0,"Jan 16, 2024","['Action', 'Adventure', 'Indie', 'Simulation']",['windows']
Hidden Object Chronicles: Poisoned Truth Collector's Edition,['Do Games Limited'],2756720,game,$9.99,0,"Feb 19, 2024","['Adventure', 'Casual']",['windows']
Police Force: Law and Honor,"['Chadori Virtual Game Development Services', 'Chadori Virtual ®', 'Chadori ®']",2756760,game,$0.00,0,Coming Soon,"['Action', 'Casual', 'Indie']","['windows', 'mac', 'linux']"
OBSCURIA,['ARANJA GAMES'],2756780,game,$0.00,0,"Feb 16, 2024","['Adventure', 'Indie', 'Free To Play']",['windows']
Mortal Void,['Neo Game Lab'],2756790,game,$0.00,0,Coming Soon,['Action'],"['windows', 'linux']"
Hentai Maid Momoka,['simplecakestudio'],2756800,game,$2.99,0,"Feb 28, 2024","['Casual', 'Indie']",['windows']
Sex of Thrones 👑 Prologue,['Taboo Tales 💘'],2756820,game,$0.00,0,"Apr 26, 2024","['Adventure', 'RPG', 'Simulation', 'Free To Play']",['windows']
3D PUZZLE - Factory,['Aztech'],2756860,game,$199.99,0,"Jan 22, 2024","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']","['windows', 'mac', 'linux']"
Case 32,['stork game'],2756870,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie']",['windows']
KunKunHome,['EMSRoy'],2850300,game,$1.39,0,"Mar 7, 2024","['Action', 'Adventure', 'Indie']",['windows']
Jump Heroes,['Radikate'],2850330,game,$0.59,0,"Apr 10, 2024","['Casual', 'Indie']",['windows']
次元入侵（Fantasy）- 山门与幻境,['FunYoo Games'],2850340,dlc,$2.19,177,"Feb 26, 2024","['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",['windows']
World War Armies Playtest,[],2850390,game,$0.00,0,"Feb 23, 2024",[],['windows']
Bery'sCase 贝里的案件,['VI Combo'],2850400,game,$0.00,0,"Mar 8, 2024","['Adventure', 'Indie', 'Free To Play']",['windows']
ULTIMATE ARMORED TURBODRIFTER ~ SaGa Chapter 2 ~【TANK AUTHORITY WOLFRAM】,['The Dark Union'],2850410,game,$8.79,0,"Sep 30, 2024","['Action', 'Indie', 'Racing']","['windows', 'linux']"
Kobold Underground Agency,['powernapSTUDIOS'],2850420,game,$0.00,0,Coming Soon,['Simulation'],"['windows', 'mac']"
Ulia Chronicles,['NioStudio'],2850430,game,$13.49,0,"Oct 23, 2024","['Simulation', 'Strategy']",['windows']
Undead Inc. Worky DLC,['Rightsized Games'],2850450,dlc,$2.99,0,"May 2, 2024","['Action', 'Simulation', 'Strategy']",['windows']
PUNK Playtest,[],2850470,game,$0.00,0,"Feb 24, 2024",[],['windows']
Axyz,['Space Lion Studios'],2850490,game,$0.00,0,Coming Soon,"['Casual', 'Indie']","['windows', 'linux']"
KanjiMemory,['Pixelphoot'],2850520,game,$3.99,0,"Mar 28, 2024","['Casual', 'Indie']",['windows']
Slo's Home,"['elcano', 'TIG games']",2850530,game,$5.99,0,"Mar 31, 2024","['Action', 'Adventure']",['windows']
Race Elcano,"['elcano', 'TIG games']",2850540,game,$5.99,0,"Apr 21, 2024",['Racing'],['windows']
Yesterday's News,['Rooibos Games'],2850560,game,$8.39,0,"Sep 20, 2024",['Casual'],['windows']
Mystical Tactics,"['Pierre ""Morm"" Champon']",2850600,game,$0.00,0,Coming Soon,"['RPG', 'Strategy']","['windows', 'mac']"
Cave Hikers,"['Studio Spektar', 'Porcupine Parkour']",2850620,game,$9.99,0,"Dec 6, 2024","['Adventure', 'Casual']",['windows']
Soulbind: Prologue,['Rubedo Games'],2850630,game,$0.00,0,"Apr 25, 2024","['Action', 'Indie', 'Free To Play']","['windows', 'linux']"
Bulletmancer,['Posing Possums'],2850640,game,$3.99,0,"Sep 29, 2024","['Action', 'Indie', 'RPG']",['windows']
Chadgeon: Enjoyers Edition+,['Glassy Turtle'],2850650,game,$0.00,0,"Jun 21, 2024",['Free To Play'],['windows']
Haunted Record,['Heathersward'],2850660,game,$0.00,0,"Jul 23, 2024","['Adventure', 'Casual', 'Indie', 'Free To Play']",['windows']
Terrorformer TD Playtest,[],2850670,game,$0.00,0,"Feb 28, 2024",[],['windows']
Twizzle Puzzle: Predators,"[""Cute Hannah's Games""]",2850680,game,$0.55,0,"Mar 8, 2024",['Casual'],['windows']
Hidden Facade,['DeanTheDev'],2850690,game,$5.59,0,"Apr 19, 2024","['Adventure', 'Indie', 'RPG']",['windows']
Pocket Mini Golf: Fairway,['Vivid Games'],2850710,dlc,$1.19,0,"May 20, 2024","['Casual', 'Indie', 'Simulation', 'Sports']",['windows']
Planet Royale,['Extra Mile Studios'],2850720,game,$0.00,0,Coming Soon,"['Action', 'Casual', 'Indie']",['windows']
M.A.C.E. Tower Defense 2,['EntwicklerX'],2850740,game,$0.00,0,Coming Soon,['Strategy'],['windows']
Ring Craft,['HaoHao Games'],2850760,game,$0.00,0,Coming Soon,"['Casual', 'Indie', 'RPG', 'Simulation']",['windows']
Hidden Facade Demo,['DeanTheDev'],2850770,demo,$0.00,0,"Feb 28, 2024",[],['windows']
PhotonVERSE Demo,['IMPERIAL DYNAMICS'],2850780,demo,$0.00,0,"Feb 26, 2024",[],['windows']
Mechanophagia Demo,['Apamate Studio'],2849810,demo,$0.00,0,"Feb 25, 2024",[],['windows']
7821 Akuji,['CatBiteStudios'],2849820,game,$0.00,0,Coming Soon,"['Adventure', 'Indie', 'Simulation']",['windows']
Staycation,['Phoebus76'],2849840,game,$2.99,0,"Apr 14, 2024","['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'RPG']",['windows']
Rental - Supporter Zine,['Lonely House'],2849860,dlc,$2.39,0,"Mar 7, 2024","['Adventure', 'Indie', 'Free To Play']",['windows']
Snip It!,['ryshaw'],2849870,game,$0.00,0,"Mar 22, 2024","['Action', 'Casual', 'Indie', 'Free To Play']",['windows']
Blood Crossroad,"['TerrorForgeStudios', 'Serafini Productions']",2849910,game,$0.00,0,Coming Soon,"['Action', 'Adventure']",['windows']
Shanghai Gold,['Tempest Softworks'],2849930,game,$0.00,0,Coming Soon,['Action'],['windows']
The Next Kingpin,['Madd Gaming'],2849950,game,$0.00,0,Coming Soon,['Action'],['windows']
Revue Starlight El Dorado,['Frontwing'],2849960,game,$23.99,757,"Aug 7, 2024",['Adventure'],['windows']
Amazônia Viva Game: animais em extinção,"['Amazônia Viva Games', 'Aton Game Studio']",2849970,game,$0.99,0,"May 9, 2024","['Adventure', 'Casual', 'Indie', 'Strategy']",['windows']
PicoTrains,['Soundole'],2849980,game,$1.99,0,"Apr 15, 2024","['Casual', 'Indie', 'Strategy']",['windows']
Reborn: An Idle Roguelike RPG,['Blake Farnsworth'],2850000,game,$0.00,0,"May 9, 2024","['Adventure', 'Casual', 'RPG', 'Free To Play', 'Early Access']","['windows', 'mac']"
Stupid Dog,['Toller Games'],2850010,game,$0.00,0,Coming Soon,['Adventure'],['windows']
Kejora Playtest,[],2850040,game,$0.00,0,"Feb 24, 2024",[],['windows']
of the Devil Demo - Episode 0,['nth Circle Studios'],2850050,demo,$0.00,0,"Mar 1, 2024",['Adventure'],['windows']
Heads Will Roll: Reforged - Not a Hero,['1917 Studios'],2850080,dlc,$6.79,0,"May 31, 2024",['RPG'],"['windows', 'mac', 'linux']"
Planetstar Warrior,['Todd Frantz'],2850120,game,$1.99,0,"Mar 20, 2024","['Action', 'Casual', 'Indie', 'Strategy']",['windows']
Rosetta Demo,['Odd Games'],2850140,demo,$0.00,0,"Feb 28, 2024",[],['windows']
G-MODEアーカイブス+ ペルソナ3 アイギス THE FIRST MISSION,"['G-MODE', 'ATLUS']",2850150,game,$11.19,0,"Jun 5, 2024",['RPG'],['windows']
Sophia the Traveler: Storybook,['Memo Gogo'],2850160,dlc,$2.75,0,"Apr 11, 2024","['Adventure', 'Casual', 'Indie']",['windows']
TORIDAMA2: Brave Challenge,['G-MODE'],2850170,game,$3.99,0,"Apr 24, 2024",['Casual'],['windows']
Silicon Wasteland,['vidboy'],2850200,game,$0.00,0,Coming Soon,"['Casual', 'Indie']",['windows']
The Girl's Moving Castle,['Monkeygames Studio'],2850220,game,$0.00,0,Coming Soon,"['Adventure', 'Casual', 'RPG', 'Strategy']",['windows']
Skill Up!,['Vision Interactive'],2850240,game,$0.00,0,"Mar 8, 2024","['Action', 'Adventure', 'Casual', 'Free To Play']",['windows']
Prune & Milo Soundtrack,['Flocons Studio'],2850250,music,$2.09,0,"Jul 11, 2024",[],"['windows', 'mac', 'linux']"
ELHKIA,['ReLU Games'],2850260,game,$0.00,0,Coming Soon,"['Indie', 'Simulation', 'Strategy']",['windows']
The Garden of the Gods,['KUMOHA HOLDINGS INC.'],2850270,game,$23.99,0,"Oct 30, 2024","['Casual', 'Simulation']","['windows', 'mac']"
Rogue Resonance,['Joytocling Games'],2850280,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie', 'RPG']",['windows']
Ascendant Dawn Demo,['Nikous Studio'],2849280,demo,$0.00,0,Coming Soon,"['Simulation', 'Strategy']",['windows']
Jeweler Simulator,['Playactive Games'],2849290,game,$0.00,0,Coming Soon,['Simulation'],['windows']
BLOCKPOST MOBILE Demo,['Skullcap Studios'],2849310,demo,$0.00,0,"Feb 21, 2024",[],['windows']
Fantasy Grounds - Devin Night Pack 188: Fearsome Monsters,"['SmiteWorks USA, LLC']",2849350,dlc,$4.79,0,"Feb 28, 2024","['Indie', 'RPG', 'Strategy']","['windows', 'mac', 'linux']"
Drench,['Sayincraft Studios'],2849370,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Free To Play']",['windows']
Succubus Dungeon,['Braincoders'],2849380,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie', 'Early Access']",['windows']
LesbiAnts Digital Extras,['astoryinpieces'],2849390,dlc,$0.00,0,"Mar 17, 2024","['RPG', 'Free To Play']",['windows']
Conflux: Prologue,['BERRY games'],2849430,game,$0.00,0,"May 20, 2024","['Adventure', 'Indie', 'Strategy', 'Free To Play']",['windows']
ARK: Scorched Earth Ascended,"['Studio Wildcard', 'Grove Street Games', 'Instinct Games']",2849450,dlc,$0.00,0,"Apr 1, 2024","['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Free To Play']",['windows']
Swarmsign Playtest,[],2849460,game,$0.00,0,"Mar 4, 2024",[],['windows']
BDSM Sex - Episode 2,['EroticGamesClub'],2849470,game,$0.99,0,"Feb 23, 2024","['Adventure', 'Casual', 'Indie']","['windows', 'mac', 'linux']"
Outward 2,['Nine Dots Studio'],2849490,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'RPG']",['windows']
Lost in Prayer,['Nine Dots Studio'],2849500,game,$0.00,0,Coming Soon,"['Adventure', 'RPG', 'Early Access']",['windows']
A Maze-ing Runner,"['Danahi', 'Szuryon']",2849530,game,$0.00,0,Coming Soon,"['Casual', 'Indie', 'Early Access']",['windows']
Monsters & Mortals - US Creators,['Glowstick Entertainment'],2849550,dlc,$2.09,0,"Mar 22, 2024","['Action', 'Casual', 'Indie']",['windows']
Cool Cucumber Cricket Playtest,[],2849570,game,$0.00,0,"Feb 27, 2024",[],['windows']
Barricade Demo,['SOCKHOUSE STUDIOS'],2849590,demo,$0.00,0,"Feb 21, 2024",[],['windows']
CubeGod,['Toller Games'],2849600,game,$0.00,0,Coming Soon,"['Casual', 'Indie', 'Simulation']",['windows']
Bikini Hunter Attack on Bikini Army,['studio core'],2849610,game,$8.99,0,"Apr 30, 2024",['Action'],['windows']
ARSONATE Demo,['Nash'],2849630,demo,$0.00,0,"Feb 22, 2024",[],"['windows', 'linux']"
Sealed Bite: Extended,['Ruben S. Luis'],2849650,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie']","['windows', 'mac', 'linux']"
Nie No Hakoniwa - Dollhouse of Offerings Soundtrack,['Chatte Noire'],2849660,music,$10.39,0,"Mar 5, 2024",[],"['windows', 'mac', 'linux']"
Springs of Ardor,['FullFrontalBeef'],2849690,game,$14.99,0,"May 7, 2024",['Casual'],['windows']
John's Hell,['Iwaan'],2849700,game,$1.99,0,"Mar 20, 2024",['Indie'],['windows']
Fear the Moon,"[""Jonny's Games""]",2849730,game,$3.49,0,"May 7, 2024","['Adventure', 'Indie']",['windows']
Day Of The Tank,['Big Turtle'],2849740,game,$0.00,0,Coming Soon,['Action'],"['windows', 'mac', 'linux']"
KILLDOZER SIMULATOR,['wildgoose'],2849750,game,$0.00,0,Coming Soon,"['Action', 'Simulation']","['windows', 'linux']"
Onychomp : Lush journey,['Howl Studio'],2849760,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie', 'RPG']",['windows']
Proud To Love Demo,['Master Entertainment'],2848780,demo,$0.00,0,Coming Soon,[],['windows']
Pup Champs,['Afterburn'],2848800,game,$0.00,0,Coming Soon,"['Casual', 'Indie', 'Sports', 'Strategy']","['windows', 'mac']"
Альтушка с Госуслуг,['Gamedev Forge studio'],2848810,game,$0.00,0,Coming Soon,"['Adventure', 'Indie', 'RPG']",['windows']
Train Valley 2 - Patent Pending,"['Alexey Davydov', 'Sergey Dvoynikov', 'Timofey Shargorodskiy']",2848820,dlc,$2.39,0,"Mar 13, 2024","['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']","['windows', 'mac', 'linux']"
Interrogator,['Jarema Radom'],2848840,game,$4.99,0,"Jun 23, 2024","['Adventure', 'Casual', 'Indie']",['windows']
Unlock,['ShiroNoPanda'],2848850,game,$0.49,0,"Mar 18, 2024","['Indie', 'Simulation']",['windows']
Terra Memoria Soundtrack,['La Moutarde'],2848860,music,$2.24,0,"Mar 27, 2024",[],"['windows', 'mac', 'linux']"
Terra Memoria Artbook,['La Moutarde'],2848870,dlc,$2.24,0,"Mar 27, 2024","['Adventure', 'Indie', 'RPG']",['windows']
Reaper's Interin Program (R.I.P.),['David Pulido Vargas'],2848880,game,$2.99,0,"Apr 14, 2024",['Action'],['windows']
Wukong Survivors ： Prologue,['Seal233'],2848890,game,$0.00,0,Coming Soon,"['Action', 'Indie']",['windows']
RPG non RPG: Valhalla,['SHARQ IT LAB'],2848900,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'RPG', 'Free To Play']",['windows']
"Reggie, His Cousin, Two Scientists and Most Likely the End of the World",['degoma'],2848910,game,$0.00,0,Coming Soon,['Adventure'],"['windows', 'mac', 'linux']"
Factory Tower Demo,['KAPUSTA Game Studio'],2848940,demo,$0.00,0,"Mar 4, 2024",[],['windows']
Amelie And The Lost Spirit,['Geniteam Solutions'],2848950,game,$1.99,0,"Apr 8, 2024","['Adventure', 'Strategy']",['windows']
Pixel Dash Demo,['Hmph. Studios'],2848960,demo,$0.00,0,"Feb 21, 2024",[],['windows']
Spellfolio Demo,['Ingvar Valderson'],2848980,demo,$0.00,0,"Mar 4, 2024",[],['windows']
Ascendant Dawn,['Nikous Studio'],2849000,game,$0.00,0,Coming Soon,"['Simulation', 'Strategy']",['windows']
Prehistoric Gal,['lightUP'],2849010,game,$2.99,0,"Apr 9, 2024","['Action', 'Adventure', 'Indie', 'RPG']",['windows']
"Audi R8 Spyder Welcome Pack (+220,000 Crew Credits) – The Crew Motorfest",['Ubisoft Ivory Tower'],2849030,dlc,$19.99,0,"Apr 18, 2024",['Racing'],['windows']
Anomaly Echoes,['BaltaRed'],2849050,game,$0.00,0,Coming Soon,"['Indie', 'Simulation']",['windows']
Kingdom Rush 5: Alliance TD,['Ironhide Game Studio'],2849080,game,$13.99,6679,"Jul 25, 2024","['Indie', 'Strategy']","['windows', 'mac']"
Payloaders Strike! Demo,['Seven Leaf Clover'],2849090,demo,$0.00,0,"Feb 26, 2024",[],['windows']
Reverse Collapse: Code Name Bakery-Deluxe Edition Upgrade Pack,"['Shanghai Sunborn Network Technology Co., Ltd.']",2849110,dlc,$12.99,0,"Mar 21, 2024","['Adventure', 'Indie', 'RPG', 'Strategy']",['windows']
The Book of Outcasts,['kamti'],2849180,game,$0.00,0,Coming Soon,"['Adventure', 'RPG']","['windows', 'mac', 'linux']"
I Want To Be Happy,['Wow Cool Games'],2849190,game,$0.00,0,Coming Soon,"['Indie', 'Early Access']",['windows']
ChipWits Demo,"['ChipWits, Inc.']",2849200,demo,$0.00,0,"Sep 26, 2024",[],"['windows', 'mac', 'linux']"
Zenith: The Last City DLC,['Ramen VR'],2849220,dlc,$9.99,0,"Feb 27, 2024","['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",['windows']
Mask Around,['Rouli'],2849230,game,$6.79,0,"Nov 8, 2024","['Action', 'Indie']",['windows']
Angel Legion-DLC Seeker of Hearts (Cyan),['Shanghai SilverMoon Network Technology Co.Ltd'],2848290,dlc,$0.00,0,"Mar 1, 2024","['Adventure', 'Casual', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy', 'Free To Play']","['windows', 'mac']"
Go Rollo Go,['Corellabyte'],2848300,game,$0.00,0,Coming Soon,"['Action', 'Adventure']",['windows']
Bananamania Playtest,[],2848350,game,$0.00,0,"May 9, 2024",[],['windows']
Cavern Adventurers,"['Kairosoft Co.,Ltd']",2848360,game,$0.00,0,Coming Soon,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",['windows']
Nine Lives Ninja: Explore!,['JX Games'],2848390,game,$0.49,0,"Mar 26, 2024","['Action', 'Adventure', 'Indie']",['windows']
Secret Odyssey: Orb of Eternity,['NEXTSQUARESTUDIO'],2848430,game,$0.89,0,"Mar 14, 2024","['Adventure', 'Indie']","['windows', 'mac']"
Hidden Object Secrets: The Whitefield Murder Collector's Edition,['Do Games Limited'],2848440,game,$3.99,0,"Apr 27, 2024","['Adventure', 'Casual']",['windows']
おだへん,['sadala'],2848450,game,$4.99,0,"Mar 31, 2024",['Casual'],['windows']
Mesh Replica,['nexyvoid'],2848460,game,$4.99,0,"Apr 19, 2024","['Action', 'Indie', 'Early Access']",['windows']
Rosetta,['Odd Games'],2848470,game,$0.00,0,Coming Soon,"['Adventure', 'Casual', 'Indie', 'Strategy']",['windows']
Flow Of War Demo,['Rongcon Games'],2848480,demo,$0.00,0,"Feb 23, 2024",[],['windows']
LipTrip ~My Boss Is My Heat Suppressant?!~ Soundtrack,['SukeraSomero'],2848490,music,$5.99,0,"Apr 14, 2024",[],"['windows', 'mac', 'linux']"
Dream Escape,['np_conpany'],2848500,game,$1.79,0,"Mar 14, 2024","['Adventure', 'Indie', 'Strategy']",['windows']
RELO,['RTGR Games'],2848510,game,$0.00,0,Coming Soon,"['Casual', 'Indie']","['windows', 'mac', 'linux']"
Voice Love on Air Soundtrack Collection,"['SOFTSTAR ENTERTAINMENT', 'Noisy Fish']",2848520,music,$6.99,0,"Mar 27, 2024",[],"['windows', 'mac', 'linux']"
paranormal power,['虚一工作室'],2848560,game,$0.00,0,Coming Soon,"['Indie', 'RPG']",['windows']
Midnight Makeover: A Paranormal Flipper Game,['CrossBone'],2848570,game,$0.00,0,Coming Soon,"['Action', 'Indie', 'Simulation']",['windows']
Sunday Run,['One Trick Entertainment'],2848580,game,$0.00,0,Coming Soon,"['Action', 'Indie', 'Sports']",['windows']
Cleanbot 9000,['Zach Wise'],2848590,game,$0.00,0,"Jul 5, 2024","['Adventure', 'Casual', 'RPG', 'Strategy', 'Free To Play']",['windows']
CUSTOM ORDER MAID 3D2 It's a Night Magic the Arrival of Spring ALL in Pack,['KISS'],2848600,dlc,$13.49,0,"Mar 14, 2024","['Adventure', 'Indie', 'Simulation']",['windows']
AKAZU Off limits,['STUDIO DYD'],2848610,game,$0.00,0,"Mar 24, 2024","['Adventure', 'Indie', 'Free To Play']",['windows']
Spliti Demo,['Phlegma Games'],2848630,demo,$0.00,0,"Mar 8, 2024",[],['windows']
Where are the creatures of mountains and seas,"['77 Studio', 'Ge Rui']",2848660,game,$1.39,0,"Jun 25, 2024","['Casual', 'Indie']","['windows', 'mac']"
Galactic dating: Harem in space station,['El Vagabundo'],2848700,game,$3.49,0,"Mar 25, 2024","['Casual', 'Indie', 'RPG', 'Simulation']",['windows']
B1 Playtest,[],2848710,game,$0.00,0,"Feb 28, 2024",[],['windows']
Things Too Ugly,['Professor Space Games'],2848750,game,$0.00,0,Coming Soon,"['Adventure', 'Indie', 'Simulation']",['windows']
Gravity Forge,['Relay'],2848760,game,$0.00,0,Coming Soon,"['Action', 'Adventure']",['windows']
Drova - Forsaken Kin Playtest,[],2848770,game,$0.00,0,"Mar 7, 2024",[],['windows']
Nocturnal 2,['Sunnyside Games'],2847780,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie']",['windows']
Sinner,['Pwnzer'],2847800,game,$0.00,0,Coming Soon,"['Action', 'Adventure']",['windows']
Elderwood Online,['Ratatosk of Elderwood'],2847820,game,$0.00,0,Coming Soon,"['Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy', 'Free To Play']","['windows', 'mac']"
Nephilim Resurrection,['Arrogant Pixel Ltd'],2847830,game,$4.99,0,"Jun 28, 2024","['Action', 'Adventure', 'Indie', 'Early Access']",['windows']
Ultimate Monkey Race,['CashcowGames'],2847850,game,$3.99,0,"Aug 12, 2024","['Action', 'Indie', 'Racing']",['windows']
Motherboard Under Attack Demo,['Albistudios'],2847860,demo,$0.00,0,"Feb 24, 2024",[],['windows']
Stellar Mess: Operation Kush (Chapter 2),['Tibba Games'],2847880,game,$0.00,0,Coming Soon,['Adventure'],['windows']
LightBear Demo,['LightBear Software Inc.'],2847890,demo,$0.00,0,"Feb 23, 2024",[],"['windows', 'linux']"
Motherboard Under Attack Soundtrack,['AlbiStudios'],2847900,music,$2.09,0,"May 27, 2024",[],"['windows', 'mac', 'linux']"
Pigmenta Demo,['Bouke Stam'],2847910,demo,$0.00,0,"Feb 20, 2024",[],"['windows', 'mac']"
Meow Cafe,['SKIVORI'],2847940,game,$0.00,0,Coming Soon,"['Adventure', 'Casual', 'Indie', 'Simulation']",['windows']
Silvan Visitants Playtest,[],2847950,game,$0.00,0,"Feb 21, 2024",[],['windows']
Shrouded Mind Demo,['Dragon Fhang Studios'],2847960,demo,$0.00,0,Coming Soon,[],['windows']
Nav,['Calabi Lab Games'],2847970,game,$0.00,0,Coming Soon,['Adventure'],['windows']
Persnippety,['Cutie Café'],2847990,game,$1.79,0,"Jun 12, 2024",['Utilities'],['windows']
PSolTrix,['MechanicsDriven'],2848000,game,$4.99,0,"May 21, 2024","['Action', 'Indie', 'Strategy', 'Early Access']",['windows']
Hand of Anima,['Hill Haven Studios'],2848020,game,$0.00,0,Coming Soon,"['Indie', 'Strategy']",['windows']
Tower of the Dragon Playtest,[],2848040,game,$0.00,0,"Jul 9, 2024",[],['windows']
Don't Look at Him,['SOS Games'],2848050,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie', 'RPG']",['windows']
From The Night Demo,"[""James Val'Rose""]",2848060,demo,$0.00,0,"Feb 24, 2024",[],"['windows', 'mac']"
Abyssal Reflections,['Dominik Kopecký'],2848070,game,$1.49,0,"Mar 8, 2024","['Casual', 'Indie']","['windows', 'mac']"
Stevedore 2024,['Edo Games'],2848080,game,$11.99,0,"Sep 9, 2024","['Adventure', 'RPG', 'Simulation']",['windows']
Heroes of Latera,['Sundered Gaming'],2848100,game,$11.99,0,"Sep 17, 2024","['Action', 'Casual', 'Indie', 'Early Access']",['windows']
Reconciliation,['GalaxyAstro'],2848120,game,$0.00,0,Coming Soon,"['Indie', 'Simulation']",['windows']
Co-Op Crunch,['Smart Systems Technology Incorporated'],2848140,game,$4.99,0,"Jul 19, 2024",['Casual'],['windows']
Where The Crows Roam,['Elam Isaacs'],2848150,game,$1.49,0,"Mar 6, 2024",['Adventure'],['windows']
Fire Path,['_if_N'],2848160,game,$4.99,0,"Jun 3, 2024","['Action', 'Adventure', 'Casual', 'Indie']",['windows']
Color Summoners - Support Package:Gold Name Tag,['slringal'],2848170,dlc,$8.99,0,"Feb 28, 2024","['Simulation', 'Strategy', 'Free To Play']",['windows']
Chicken Boy,['XykWare'],2848180,dlc,$0.00,0,Coming Soon,"['Adventure', 'Casual', 'Indie', 'Free To Play']",['windows']
Population Goals!,['Thirty55 Design'],2848190,game,$2.79,0,"Sep 23, 2024","['Action', 'Adventure', 'Casual', 'Strategy']",['windows']
Two Sides,['LogLog Games'],2848230,game,$0.00,0,Coming Soon,['Action'],['windows']
The Big Below,['Steve Aucott'],2848260,game,$2.99,0,"Mar 6, 2024","['Adventure', 'Indie']",['windows']
Angel Legion-DLC Charming Mystery (Golden),['Shanghai SilverMoon Network Technology Co.Ltd'],2848270,dlc,$0.00,0,"Feb 26, 2024","['Adventure', 'Casual', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy', 'Free To Play']","['windows', 'mac']"
Strange Ocean,['Night Stroll Studio'],2847280,game,$4.79,0,"Aug 5, 2024","['Action', 'Adventure', 'Casual', 'Indie']",['windows']
The Maze,['Puriza Games'],2847290,game,$0.00,0,Coming Soon,"['Adventure', 'Indie', 'Early Access']",['windows']
Chelesste Playtest,[],2847300,game,$0.00,0,"Feb 27, 2024",[],['windows']
Happy Monster,['Destined Game Studio'],2847340,game,$0.00,0,Coming Soon,"['Adventure', 'RPG', 'Strategy']",['windows']
